"COCCNC(=S)Nc1c(C)cc(Br)cc1C","ZINC000044195247","DFAB"
"CSCC(=O)NCC1(O)CN(C(=O)[C@@H]2CCN(C)C2)C1","ZINC001041367671","DAAD"
"CCc1cccc(CNC(=O)c2cc(C)n(C3CCOCC3)n2)c1","ZINC000628008008","EGAD"
"O=C1[C@@H](N2CCCC3(CCCCC3)CC2)CCN1C1CC1","ZINC000346628919","CGAD"
"COC1(C(=O)N2CCN(c3cc(C#N)ccn3)CC2)CCCCCC1","ZINC000929722297","EEED"
"C[C@@H]1C[C@@H](Nc2ccc(C#N)cn2)CN1C(=O)C1(F)CCCC1","ZINC001069166005","DFED"
"C#CCN1CC[C@@H](N(C)C(=O)[C@@H]2COCCN2C)C1","ZINC001033016956","CBED"
"Cc1ccc(C(=O)N[C@H](C)CN[C@H]2CCCN(C)C2=O)cc1F","ZINC001379394180","DDAD"
"CNC(=O)CNC[C@H]1CN(C(=O)c2cc[n+]([O-])cc2)CCCO1","ZINC001199762615","DAAD"
"Cc1ccc(C)c(NC(=O)C(=O)N2CC[C@@]3(CC[C@@H](C)C3)C2)c1","ZINC000359461972","DGAD"
"Cc1csc2nc(C)nc(N3C[C@H](C(=O)O)OC(C)(C)C3)c12","ZINC001777507403","DEAD"
"CC(C)=C(F)C(=O)N[C@@H]1CCN(c2cnc3ccccc3n2)C[C@H]1C","ZINC001112407055","EGAD"
"CC(C)(C)OC(=O)N1CC[C@@H](N2C[C@@H](F)[C@H](F)C2)CC1(C)C","ZINC001258557611","DGAD"
"CC[C@H](C)C(=O)N(CCO)CCNC(=O)[C@@H](C)N1CCCCC1=O","ZINC001057022627","ECAD"
"C[C@@H]1CCN(C(=O)c2ccc(C(N)=O)[nH]2)[C@@H](C(N)=O)C1","ZINC000626527543","CBAD"
"COC(=O)[C@@H]1CN(C(=O)[C@@H]2CCCN(C(C)=O)C2)CCO1","ZINC000112669847","CBAD"
"O=C(OCc1noc(-c2ccc(Cl)cc2)n1)[C@@]1(O)CCOC1","ZINC000840692160","DDAD"
"CC[C@@H](C)CN(CC)c1nnc(C2CCC2)n1CCC(=O)N(C)C","ZINC001545651147","EFAD"
"Cc1cnn(CC(=O)NC[C@@H]2CCN2[C@H](C)c2cccc(F)c2)c1","ZINC001423064566","EEAD"
"CN(C1CN(c2cncc(N3CCNCC3)n2)C1)[C@H]1CCOC1","ZINC001158731289","DBAD"
"C[C@H](O)CNC[C@H](NC(=O)c1ccn(-c2ccccc2)n1)C(C)(C)C","ZINC001426141679","EDAD"
"Cn1cnc(C(=O)N2CC3(C2)CCCN(C(=O)[C@H]2[C@@H]4COC[C@@H]42)C3)n1","ZINC001010647694","EBAD"
"CCN[C@H](C)CNC(=O)c1cc(Cl)ccc1OC","ZINC000262463228","CEAD"
"O=C(NCc1ccc(F)cc1)NC1(Cc2ccccn2)CCC1","ZINC001185499451","DGAD"
"C[C@H](CC(N)=O)C(=O)NC[C@H](O)CNCC(=O)N(C)C","ZINC001392396403","CAAD"
"C=C(C)C[C@H](C)C(=O)N(CCO)CCNC(=O)c1cnccn1","ZINC001058462219","DCED"
"CCn1cc(C(=O)NC[C@@H](O)CNCc2ccc(C)cc2)cn1","ZINC001392370118","DDAD"
"COc1ccc(-n2ccnc2S(=O)(=O)Cc2ncnn2C)cc1","ZINC000195144347","ECAD"
"CCc1ocnc1C(=O)NCCN(C)Cc1cccc(F)c1","ZINC001366525208","DEAD"
"CN(CCN(C)C(=O)CCn1ccnc1)Cc1nc(C2CC2)nn1C","ZINC001374518224","ECAD"
"CCCc1ccccc1C(=O)NCCNCC1CCCC1","ZINC001131121923","CGAD"
"CCOC(=O)[C@@H](C)OC(=O)[C@@H](OCC)c1ccccc1","ZINC000130613501","CEAD"
"C[C@@H]1CCCCN1C[C@H]1CCCN(C(=O)NCC(=O)N(C)C)C1","ZINC000246281112","DDAD"
"CC(C)(C)NC(=O)NCCNCCNC(=O)[C@H]1COC(=O)N1","ZINC001126547850","DAAD"
"Cc1cccc(C)c1C(=O)NCC1=CCN(C)CC1","ZINC000271898405","CEAD"
"C=CCN(CC=C)C(=O)CN[C@@H]1CCCC[C@H]1NC(=O)CCC","ZINC001224507641","DEED"
"Cc1ncc(CN2CC(NC(=O)[C@H]3C[C@H]3C(N)=O)C2)o1","ZINC001030968867","CBAD"
"CC[C@@H](CS(=O)(=O)N1CC=C(c2ccc(C#N)cc2)CC1)OC","ZINC000420691604","EEED"
"Cc1csc(C(=O)NCC[C@H](C)NCC[C@@H]2CCCO2)c1","ZINC001366459395","DFAD"
"CCOCC(=O)N[C@H](C)CNCC(=O)NC(N)=O","ZINC001274665489","CAAD"
"Cc1nc(C(F)(F)F)cc(=NC[C@H](C)CCCO)[nH]1","ZINC000518310691","CEAD"
"CC[C@H](N[C@@H](C)c1ccc(F)cc1OC(F)F)C(=O)OC","ZINC001339507069","DGAD"
"C[C@H]1CCCN(C(=O)CNc2ccc(O[C@@H]3CC(=O)N3)cc2)C1","ZINC000834658461","DDAD"
"C#CCNC(=O)CNCCCNC(=O)c1[nH]nnc1C","ZINC001163740031","CAED"
"O=C(CN1CCNCC1)Nc1ccc(S(=O)(=O)CCCO)cc1","ZINC001219092708","EBAD"
"O=C(O)[C@H]1COCCN1S(=O)(=O)c1ccc2c(c1)COC2","ZINC000548253135","DCAD"
"CCN(C(=O)c1cnc(O)n1C)C1CN(CCCO)C1","ZINC000951167189","CBAD"
"CN1CCC[C@H]1C(=O)N[C@@H]1[C@H]2CN(C(=O)Cn3cncn3)C[C@H]21","ZINC000976278552","DAAD"
"CC(C)CNC(=O)CN1CCN2C(=O)OC[C@@H]2C1","ZINC000370560607","CBAD"
"COC[C@H](O)CNC[C@H](C)NC(=O)c1ccc2ccccc2n1","ZINC001401717747","DCAD"
"COCCc1nsc(NC[C@H]2CCCN2C(=O)CC(C)(C)O)n1","ZINC001063481023","EDAD"
"O=C(CCc1cnn[nH]1)N(CCO)CCNC(=O)c1n[nH]cc1F","ZINC001058870681","EAAD"
"CC[C@@H]1C[C@H]1C(=O)N[C@@H]1CN(C(=O)Cc2cnc[nH]2)C[C@H]1OC","ZINC000946883929","DCAD"
"O=Cc1ccc(C(=O)N2Cc3ccccc3C[C@@H]2C(=O)O)s1","ZINC001602666495","DEAD"
"CC(C)CN1CC[C@@H]2[C@@H](CCCN2C(=O)Cc2cnc[nH]2)C1","ZINC001021676233","DDAD"
"COc1ccc(C(=O)NCCCN[C@H]2CCN(C)C2=O)nn1","ZINC001170162323","DBAD"
"CC(C)c1ccccc1OCC(=O)NC1(CC(=O)O)CCCC1","ZINC000321881675","DGAD"
"Cc1ccc([C@H]2C[C@@H]2c2nnc(C#Cc3cccnc3)o2)cc1","ZINC001257236764","DGED"
"C[C@]1(NC(=O)c2cc(Cl)c[nH]2)CCN([C@@H]2CCC(=O)NC2=O)C1","ZINC001046137471","ECAD"
"C#CCNC(=O)CS(=O)(=O)CC(=O)NCC#C","ZINC001332862060","CAED"
"Cn1c(CNCCNC(=O)[C@@H]2CCCC3(CC3)C2)nc2ccccc21","ZINC001127229470","EFAD"
"COCCCNc1cnn(-c2ccc(F)cc2F)c(=O)c1Cl","ZINC000048326281","EFAD"
"NC(=O)[C@@H]1C[C@@H]1C(=O)N1CC[C@H]1CNC(=O)COCC1CC1","ZINC001505627474","DBAD"
"CC[C@@H](NC(=O)[C@H](OC)c1ccccc1)[C@@H]1CC1(C)C","ZINC000416085423","CGAD"
"C[C@H](CNCC1CCC(C(F)(F)F)CC1)[C@H](F)C(=O)O","ZINC001776423008","CGAD"
"Cc1nnsc1C(=O)NC1[C@@H]2CN(C(=O)c3ccncn3)C[C@@H]12","ZINC001012759724","ECAD"
"CCCC(=O)N[C@H](C)CN(C)Cc1ccn(C)c(=O)c1","ZINC001483305233","CDAD"
"Cc1nn[nH]c1NC(=O)[C@@H](C)Oc1cccc(C)c1","ZINC000892880297","CDAD"
"NC(=O)C(=O)N1CCO[C@H]2CCN(C(=O)c3ncc[nH]3)C[C@@H]21","ZINC001019879639","DAAD"
"CCCNC(=O)CCn1c(CC(C)C)nnc1N1CCCC1","ZINC001434672407","DDAD"
"O=C(CN1CCCC1)N[C@H]1C[C@H]2CC[C@H]1N(C(=O)Cn1cccn1)C2","ZINC001025970564","ECAD"
"Cc1ccc(C)c(CN2C(=O)N[C@](C)(c3ccc(C#N)cc3)C2=O)c1","ZINC000036806909","EGED"
"CN(C)C(=O)[C@@H]1C[C@@H]1C(=O)N1CCO[C@@H](CNC(=O)CCCF)C1","ZINC001065625155","EBAD"
"CC(=O)c1cc([N+](=O)[O-])ccc1NCC12CC(C(=O)O)(C1)C2","ZINC001776213245","DEBD"
"COCCC(=O)N1C[C@@H](CNC(=O)c2nccnc2N)[C@H](C)C1","ZINC001051692354","DBAD"
"CC[C@@H](C)CN(C)c1nnc(-c2cccnc2)n1CCOC","ZINC000802357148","DEAD"
"Cc1cc(F)cc(C(=O)N[C@@H](C)[C@@H]2CCCN(CC(=O)N(C)C)C2)c1","ZINC001025538318","EEAD"
"O=C(CCCCCc1ccc(F)cc1)NC[C@@H](CO)C1CC1","ZINC000582938692","DGAD"
"NC(=O)c1ncccc1C(=O)N1CC[C@@H](NC(=O)c2cnn[nH]2)C1","ZINC000941450888","EAAD"
"C#CCNC(=O)CN1C[C@H]2CC[C@H]1CN2C(=O)c1ccncn1","ZINC001755398017","DBED"
"COc1ccc(CN2C[C@@H]3C[C@@H]2C[C@H](NC(=O)C2CC2)C3)cc1F","ZINC001047007413","EFAD"
"C=C[C@@H]1OCC[C@H]1CNC(=O)Nc1cnc(C#N)c(Cl)c1","ZINC000574984226","DEED"
"O=C(O)C[C@H](CNC(=O)N1CCC[C@@H]1c1ccccn1)C1CC1","ZINC001608665788","DEAD"
"Cc1cc(N[C@H]2CCN(C(=O)[C@H]3CC[C@@H](C)O3)C2)nc(C)n1","ZINC001059073865","DDAD"
"C#CCNC(=O)CN1CCCO[C@@H](CNC(=O)c2[nH]c(O)nc2C)C1","ZINC001149868593","EAED"
"Cc1ccncc1C(=O)NCC[C@@H](C)NCc1nnc(C(C)C)o1","ZINC001442244648","EEAD"
"COC[C@@H](C)NC(=O)NC(=O)CN1CC[C@@H]1CO","ZINC000934024725","CAAD"
"C[C@H]1CC(=O)NN1C(=O)CN1CCC[C@H](C(=O)O)C1=O","ZINC001604646824","CAAD"
"CC[C@H](OC1CCCCC1)C(=O)N1C[C@H](O)C[C@H]1C","ZINC000413766710","CEAD"
"Cn1cc(C(=O)N2CCCC[C@H]2CNC(=O)C(N)=O)cn1","ZINC001081871220","CBAD"
"Cc1ccc(OCc2nc(CN3CC[C@@H]3CO)cs2)cc1","ZINC000934027092","DFAD"
"C=C(C)COCCN[C@H]1CCSc2ccc(OC)cc21","ZINC000191534601","CGED"
"C=C(Cl)CNC[C@@]1(NC(=O)c2ccnc(C)n2)CCCC[C@@H]1C","ZINC001378425976","EFED"
"O=C(O)N[C@@H]1C[C@@H](NCc2ccnc(N3CCCC3)c2)C12CCC2","ZINC000904240701","EEAD"
"O=C(N[C@@H]1CN(CCOCCO)C[C@H]1O)[C@H]1CCCO1","ZINC001190795209","CAAD"
"O=C(O)c1c(F)cccc1NC(=O)c1ccn(-c2ccncc2)n1","ZINC001608518726","EEAD"
"CCc1nc(CN(C)C(=O)NC[C@@H](CC)OC)cs1","ZINC000515262480","CEAD"
"CC[C@H](C(=O)N(C)CCNC(=O)c1ccc(C(N)=O)o1)N(C)C","ZINC001496330561","DBAD"
"CNC[C@H]1CCCN1C(=O)NCC(C)(C)c1cccc(Cl)c1","ZINC000417336041","DGAD"
"C[C@@H](O)CNC[C@@H]1CCCN1C(=O)c1occ2c1CCOC2","ZINC001402049725","DCAD"
"CC(C)(C)c1nnc(SCC[C@H]2CC2(Cl)Cl)n1N","ZINC000818058498","DFAD"
"CS/C=C\C(=O)N1CCC[C@H](N(C)C(=O)OC(C)(C)C)C1","ZINC000751571757","DFAD"
"C=CCO[C@H](C)C(=O)N1CCOC[C@H]1CNC(=O)Cn1ncnn1","ZINC001061606919","EAED"
"C[C@H]1CN(C(=O)CNC(=O)CCC2CCCC2)CCO1","ZINC000170665677","CDAD"
"CCn1ccnc1CNc1cnn(CC(=O)NC2CC2)c1","ZINC000051923881","CCAD"
"Cc1ccc(NC(=S)Nc2cnc(C#N)cn2)cc1Cl","ZINC001245809946","DGED"
"CCC1(C(=O)N[C@@H](C)C[C@@H](C)NC(=O)C(C)(C)C)CCC1","ZINC001288536557","CGAD"
"Cn1cnnc1S(=O)(=O)NC[C@@H]1CCCN(c2ccccc2)C1","ZINC000632289035","EDAD"
"COc1ccc(F)cc1CN1CCOC[C@@H]1CC(C)C","ZINC000356519699","CGAD"
"COC1(CN[C@H](C)[C@@]2(C)CCCO2)CCCCC1","ZINC000340498923","CFAD"
"C[C@H]1OCCC[C@@H]1C(=O)NCC(=O)c1c(F)cccc1Cl","ZINC000424875352","DFAD"
"Cc1cccc(C(=O)NC[C@@H](NCc2cnccc2C)C2CC2)c1","ZINC001398409588","DFAD"
"C[C@@H]1C[C@H](NC(=O)c2cnn(C)n2)CN1C(=O)c1cn(C)ccc1=O","ZINC001013452988","EBAD"
"O=C(NCCc1ccccc1Cl)N[C@H]1C=CCC1","ZINC000852021018","CFAD"
"Cc1nc(CC(=O)N(C)CCN(C)C[C@@H]2C[C@H]3CC[C@H]2O3)n[nH]1","ZINC001379044046","DCAD"
"O=C(N[C@@H]1CCCc2c(F)cc(F)cc21)[C@H]1CCn2cncc2C1","ZINC000452187064","EFAD"
"CCc1nocc1CN1CC[C@@]2(C1)CCCN(C(=O)c1ccoc1)C2","ZINC001054084802","EFAD"
"CCN(C(=O)[C@H](C)OC(=O)Cn1cc(C)cn1)C1CCCCC1","ZINC000917992869","DEAD"
"CCC(=O)NC1C[C@H]2CC[C@@H](C1)N2C(=O)c1scnc1C1CC1","ZINC000973560135","EFAD"
"CC1CCN(CC(=O)N2CCN(c3cncc(F)c3)CC2)CC1","ZINC000547733869","DDAD"
"Cc1nc[nH]c1C(=O)N1CC[C@H](NCc2nc(C(C)C)n[nH]2)C1","ZINC001019889288","DCAD"
"C[C@H]1CCCN1S(=O)(=O)N[C@H]1COCCC1=O","ZINC000625492352","CBAD"
"CC[C@H](CNC(=O)CC1OCCCO1)NC(=O)[C@@H]1COCCO1","ZINC001409262477","EBAD"
"FC(F)(F)c1ccnc(-c2noc([C@H]3C[C@@H]4CNC[C@@H]4O3)n2)c1","ZINC001247910481","EEAD"
"C[C@H](N[C@H](CO)C1CCCCC1)c1ccc(C#N)c(F)c1","ZINC000539607685","CGED"
"CO[C@@H](Cc1ccccc1)C(=O)N1CCN(C(=O)N(C)C)CC1(C)C","ZINC000450667549","EDAD"
"C[C@H](Cc1cccc(Cl)c1)C(=O)N(CCNC(=O)C1CC1)C1CC1","ZINC001284722136","EGAD"
"C[C@H]1[C@@H](NC(=O)c2cnon2)CCN1C(=O)[C@@H]1CCNC1=O","ZINC001020452762","DAAD"
"CCOc1ccccc1CNCC(C)(C)OCC","ZINC000159274186","CFAD"
"Cc1cc(Cl)ccc1CN(C)C[C@H](O)C1CC1","ZINC000681099083","CFAD"
"CCc1cccc(CNCCNC(=O)c2ccc(C)nc2O)c1","ZINC001134367733","DEAD"
"CN1CC[C@@H](C(=O)N2CC[C@H]3CCN(CC#N)[C@H]3C2)CC1=O","ZINC001084973957","DCED"
"Cc1oc(C)c(C(=O)N[C@H](C)CNC(=O)c2cnnn2C)c1C","ZINC001408143614","DCAD"
"Cc1nnc(C(=O)N[C@H](C)c2ccc3c(c2)CCCC3)s1","ZINC000185333801","DGAD"
"Cn1cnc(C(=O)N[C@@H]2CN(C(=O)c3ccn(C)c(=O)c3)C[C@@H]2O)c1","ZINC000962280063","EAAD"
"Cc1ccc(OCCN2C(=O)N[C@@](C)(c3cccnc3)C2=O)cc1","ZINC000085268135","EEAD"
"CN1CC[C@@H](CC(=O)N2C[C@H]3CCC[C@@H](C2)N3Cc2ccnn2C)C1","ZINC001039974387","EDAD"
"CCN(C(=O)c1cc(F)cc(Cl)c1)C1CCC1","ZINC000362522704","CGAD"
"CC(=O)N1C[C@@H](C)[C@H](NC(=O)c2csc(-c3nc[nH]n3)n2)C1","ZINC000946993615","DCAD"
"CC1(CCNC(=O)c2ccccc2Cn2cncn2)OCCO1","ZINC000185497622","DDAD"
"CC[C@@H](CN1CCC2(CCN(C(=O)[C@@H](C)CSC)C2)CC1)OC","ZINC001380194003","EFAD"
"O=C(NC1[C@@H]2CN(C(=O)[C@H]3CNC(=O)N3)C[C@@H]12)c1ccc(F)s1","ZINC001013332306","EBAD"
"CC[C@H](C[C@H](C)CO)NC(=O)c1cc2ccccc2cc1O","ZINC000436733586","DGAD"
"O=C(c1ccc(-c2ncon2)cc1)N1CCC(CF)CC1","ZINC000295546724","CFAD"
"CC(C)C(=O)N1C[C@@H]2CC[C@@H](NC(=O)c3cc(Cl)no3)C[C@H]2C1","ZINC001009874178","EEAD"
"OCc1ccc(F)c(CN2CC[C@@H](Oc3ccc(C4CC4)cn3)C2)c1","ZINC000858052000","EGAD"
"CC(C)c1nocc1C(=O)N(C)CCN(C)C(=O)CC1CC1","ZINC001416628402","DEAD"
"Cn1ccnc1CN1CCCC[C@H]1CNC(=O)[C@@H]1CC12CCC2","ZINC001024682681","DEAD"
"Cc1ccnc(NC[C@H](O)CNC(=O)[C@H]2CCNC(=O)C2)n1","ZINC001105791416","DBAD"
"Cc1ccc2c(CC(=O)OCC(=O)N(C)CC3CC3)coc2c1C","ZINC000060697194","EGAD"
"CC(=O)N1CC[C@H](C(=O)Nc2ccc(Oc3ccccc3)cc2)C1","ZINC000175222971","DGAD"
"Cc1cc(Cl)ccc1NC(=O)CN[C@@](C)(CN)C1CC1","ZINC000430565026","CEAD"
"Cc1nn(-c2ccccc2)cc1NC(=O)[C@@H]1CCC(=O)C[C@H]1C","ZINC000181415887","DGAD"
"O=C(Cn1ncnn1)NC1C[C@H]2CC[C@@H](C1)N2C(=O)Cc1nc[nH]n1","ZINC000973615658","EAAD"
"CNC(=O)c1ccc(Cl)c(NC(=O)N2CCCCO2)c1","ZINC000282944992","CEAD"
"C[C@@H]1CCN(Cc2cccc(O)c2Br)C[C@H]1CN","ZINC000415102655","DFAD"
"CC(=O)N1CC(C(=O)NC[C@H]2CN(CC#N)C[C@@H]2O)C1","ZINC000958015896","CAED"
"CCC[C@@](C)(CC)C(=O)N1CC[C@H](N(C)Cc2cnnn2C)C1","ZINC001193069622","DEAD"
"Cc1cnc(C)nc1N[C@H](C)CNC(=O)CN(C)C(=O)C1CC1","ZINC001098328168","DCAD"
"Cc1noc(C2CC2)c1NC(=O)CCC(=O)c1ccccn1","ZINC000353558752","CFAD"
"Cc1cc(CNc2nc3cc4c(cc3s2)OCCO4)nn1C","ZINC000414285248","DEAD"
"Cn1cncc1CC(=O)N1C[C@@H](O)[C@H](NC(=O)c2cnnc(O)c2)C1","ZINC001024184801","EAAD"
"COC[C@@H](NC(=O)C(=O)N1CCO[C@H](C(C)(C)C)C1)C1CC1","ZINC001117423604","DCAD"
"C[C@@H](N[C@@H](C)c1ccncc1Cl)C1CCOCC1","ZINC000421843786","CGAD"
"c1nc2nc(-c3ccccc3)cc(N3CC[C@@H]4NCC[C@@H]4C3)n2n1","ZINC000333918361","DDAD"
"COCc1ccc(C(=O)NC[C@H](C)N(C)c2ncc(F)cn2)o1","ZINC001113780775","DDAD"
"C=CCC(F)(F)C(=O)N[C@]1(CO)C[C@H](OCC)C1(C)C","ZINC000816342863","CDED"
"CCc1[nH]nc(C(=O)NC[C@H]2CCCCCN2CC)c1Cl","ZINC000968894028","DFAD"
"O=C(CC1CC1)N[C@@H]1CCC[C@@H](NC(=O)c2nc3ncccn3n2)C1","ZINC000983406256","EDAD"
"C[C@H](CN(C)CCC1CC1)NC(=O)C1CCC2(CC2)CC1","ZINC001754320490","CGAD"
"CNC(=O)[C@H]1CN(CCn2nc3ccccn3c2=O)CCO1","ZINC000332157369","DAAD"
"C=CCCC(=O)N[C@@H]1CN(CC/C=C/CCC)C[C@H]1OC","ZINC001211999763","CFED"
"Cn1c(=N)[nH]nc1SCc1cc(O)nc(C2CC2)n1","ZINC000517040324","CCAD"
"NS(=O)(=O)c1ccc2nc(NC[C@@H]3CCC(F)(F)C3)[nH]c2c1","ZINC000663868772","EEAD"
"CC[C@H]1CCN(C(=O)C(=O)NCCc2ccc(C)c(OC)c2)C1","ZINC001346391836","DDAD"
"Cc1nccn1CCCNC(=O)N[C@H](C(C)C)[C@@H](O)c1ccccc1","ZINC000788883319","EFAD"
"O=C(NC/C=C\CNCC1CC2(CCC2)C1)c1ccc(Cl)[nH]1","ZINC001754167965","DGAD"
"CC1(NC(=O)CC2=CCCCC2)CCN(C(=O)CCC(F)F)CC1","ZINC001073159004","EGAD"
"O=C(CN1C(=O)CNC1=O)NCC1(NCc2ncccn2)CC1","ZINC001754532586","DAAD"
"CC#CCCCC(=O)N(C)CCCN(C)C(=O)[C@@H]1CC(=O)N[C@@H](C)C1","ZINC001067725465","EDED"
"CCCC1(C(=O)N2CC[C@H]3[C@H](CCN3c3ccc(C#N)nc3)C2)CC1","ZINC001105631151","EFED"
"O=C(Nc1ccc(CCO)cc1)c1ccc(Br)c(F)c1","ZINC000049840764","EGAD"
"C[C@H](O)C(=O)N1CC[C@@]2(C1)CN(C(=O)C#CC(=O)O)CCO2","ZINC001783525087","DAED"
"CC(C)n1cnc(S(=O)(=O)N2CCC[C@@]3(CC=CCC3)C2)c1","ZINC000153149305","DFAD"
"CN(C)[C@H]1CCCC[C@@H]1Nc1cc([N+](=O)[O-])cc[n+]1[O-]","ZINC001157795065","CDBD"
"Cn1cncc1CC(=O)N[C@@H]1CC[C@H](CNC(=O)c2cnn[nH]2)C1","ZINC000981706523","EBAD"
"O=[N+]([O-])c1c[nH]c2ncnc(NC[C@@]3(F)CCCCNC3)c12","ZINC001162579376","DDBD"
"CN1C[C@@H](C(=O)N[C@@H]2CCCN(C(=O)CC3CC3)C2)NC1=O","ZINC000949689164","DBAD"
"Cc1nc(C(=O)NCCNCc2ccc(CF)cc2)sc1C","ZINC001151448557","DFAD"
"Cc1nn(C)c(F)c1C(=O)N1CCC[C@@H](N[C@H](C)C(N)=O)C1","ZINC001000806304","DBAD"
"CC/C=C(/C)C(=O)N1C[C@@H](C)[C@H](CCNCCCCCOC)C1","ZINC001103948426","DGAD"
"NC(=O)CC(=O)N1C[C@H]2CC[C@H]1[C@@H](CNCC(=O)NC1CC1)C2","ZINC001177665367","DBAD"
"CC[C@H](C)[C@H](C)NC(=O)N[C@H](C)C1CCN(C(=O)OC)CC1","ZINC000249136504","DFAD"
"Cc1cc(C(=O)N[C@]2(CO)CCCN(C(=O)CC(N)=O)C2)n[nH]1","ZINC001055803824","DAAD"
"O=C(N[C@H]1CCN(C(=O)[C@@H]2COC(=O)N2)C1)C1CCC2(CC2)CC1","ZINC000938293348","ECAD"
"C[C@@H](O)CN1CCN(C(=O)C2(C)CNC2)C[C@@H]1C","ZINC000423385784","CBAD"
"Cc1cnc(CN(C)[C@H]2CCCN(C(=O)[C@H]3CCCOC3)C2)cn1","ZINC001027329259","EDAD"
"C[C@@H](C(=O)NC(=O)NC1CCCCC1)N1CC[C@H](c2cccnc2)C1","ZINC000583140809","EEAD"
"COC(=O)c1cc(OC)cnc1NCCN1CCCCC1=O","ZINC001154626529","DDAD"
"CCC[C@H](C(=O)N1C[C@H](C(=O)OC)O[C@@H](C)C1)c1ccccn1","ZINC000357760045","DDAD"
"CN(C[C@@H]1CCC(=O)N1)[C@H](c1nc[nH]n1)c1ccccc1","ZINC000660769381","CDAD"
"O=C(c1ccc2oc(O)nc2c1)N1C[C@@H](C2CC2)C[C@@H]1C1CC1","ZINC001551056293","DGAD"
"CN(C(=O)c1cnnn1C)C1CN(C(=O)c2cnnn2C)C1","ZINC000954184685","DAAD"
"C[C@H]1CCCc2ncc(C(=O)N[C@@H]3[C@H]4CN(CC#N)C[C@H]43)n21","ZINC000960003865","CCED"
"C[C@H](NCCCNC(=O)c1cccnc1)C(N)=O","ZINC001154175458","CBAD"
"CCOC(=O)[C@H](C(=O)N[C@H](C(=O)N(C)CC)C(C)C)C(C)C","ZINC000823296524","DDAD"
"Brc1ccc(Nc2cnn3ccccc23)nc1","ZINC001211091701","CGAD"
"CNC[C@H](C)NC(=O)c1sc2cc(F)ccc2c1Cl","ZINC000662955306","DGAD"
"C[C@H](NC(N)=O)C(=O)N[C@H]1C[C@@H](CNC(=O)Cn2ccccc2=O)C1","ZINC001429085882","EAAD"
"Cn1nnc(C(=O)N[C@@]23CCC[C@H]2N(C(=O)C#CC(C)(C)C)CC3)n1","ZINC001756612793","ECED"
"O=C(NCc1ccc(O)c(O)c1)c1c[nH]nc1-c1cccc(Cl)c1","ZINC000182530870","EGAD"
"CCNC(=O)CN1CCN(CC(=O)NC(=O)NC2CC2)CC1","ZINC000029670176","DAAD"
"O=C(CC1COC1)N(CCO)CCOCC(F)(F)F","ZINC000901142510","CCAD"
"CC[C@@H](C)C(=O)N[C@@H](CNc1ncc(C#N)cc1Cl)C1CC1","ZINC001109763203","DFED"
"Cc1cncc(C(=O)N2CCC[C@@H](NC(=O)C[C@@](C)(O)C3CC3)C2)c1","ZINC001070585685","EDAD"
"CC[C@H](C)n1ncc(NCC(=O)N2CCCCC2)c1C1CC1","ZINC000902191824","DGAD"
"COC1([C@H](C)NC(=O)NCCCC(C)(C)C)CCC1","ZINC000569436470","CGAD"
"C[C@H](C(N)=O)N1C[C@H]2C(NC(=O)c3cn[nH]c3)[C@@H]2C1","ZINC000958301716","CAAD"
"CCC(CC)n1ccc(C(=O)NC[C@H](O)CNC(=O)c2cnn[nH]2)n1","ZINC001392091973","EBAD"
"Oc1cc(F)cc(CNCCc2cc(F)ccc2F)c1","ZINC000185563914","CGAD"
"C=CCC[C@H](C)N1C[C@@H]2CN(C(=O)[C@H]3CC3(F)F)C[C@@H]2C1","ZINC001754843233","CEED"
"CC1(NC(=O)[C@]23C[C@H]2COC3)CCN(CC(N)=O)CC1","ZINC001045449282","CBAD"
"NC(=O)c1cncc(C(=O)N2CC[C@@H]3[C@@H](CCN3CCCO)C2)c1","ZINC001036899045","ECAD"
"Cc1nccn1CC(=O)N[C@H](C)C[C@H](C)NCCC1CCCCCC1","ZINC001146333515","EGAD"
"C[C@@H]1CCC[C@@H]1C(=O)N1C[C@H]2C[C@]2(c2ccccc2)C1","ZINC000927303649","CGAD"
"CC[C@H](C)N(CC)C(=O)Nc1cccc(C(=O)OC)c1OC","ZINC000931822128","DGAD"
"CCC(C)(C)CCN(C)[C@H](CO)c1ccc(OC)cc1","ZINC000441396080","CGAD"
"CC(C)OC[C@@H](CO)N(C)C(=O)CN1C(=O)C(=O)N(C)C1=O","ZINC000432584494","DAAD"
"CCCN(C)C(=O)C(=O)N[C@H]1CCC[C@H](C(C)C)C1","ZINC000343351630","CEAD"
"COC(=O)c1cncc(S(=O)(=O)NCc2ccnc(C#N)c2)c1","ZINC001475790721","ECED"
"CN1CCCN=C1NCc1cccc(COCc2ccccc2)c1","ZINC000849110513","DGAD"
"C[C@@]1(NC(=O)[C@H]2CCCO2)CCN(C(=O)[C@H]2CCOC2)C1","ZINC000957072673","CCAD"
"Cc1ncoc1C(=O)N1CCCC[C@@H]1[C@@H]1CCN(C(=O)CC2CC2)C1","ZINC000952346475","EFAD"
"CC(C)(C)CCN1CC[C@H]2CN(C(=O)[C@@H]3CC4CCN3CC4)C[C@H]21","ZINC001275147734","EEAD"
"CC[C@H](NC(=O)c1cc(C)nc(C(F)(F)F)n1)[C@@H]1CCCO1","ZINC000188849059","DEAD"
